DEVELOPMENT_ID,STATE_NAME.x,STATE_CODE,ZIPCODE,INSPECTION_SCORE,INSPECTION_DATE,in_floodplain,inspection_year,latitude,longitude,distance_to_floodzone,census_code,block_group,county,age,total_pop,total_white,total_black,total_hispanic,poverty,income,public_assistance,owner,renter,vehicles,prop_value,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,disability_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c
MA003000301,MA,25,02139,97,2014-07-15,0,2014,42.366494,-71.0924142,99868.16680600001,250173524001003,250173524001,25017,37.1,388,236,0,22,73,88125,148,47,101,148,517000,38.5,1539832,1162190,69466,108884,373715,1524244,83488,583809,364735,219074,583809,404600
PA002000132,PA,42,19141,98,2014-06-03,0,2014,40.04044733333333,-75.14509133333334,8729.299651,421010278003001,421010278003,42101,52.6,938,29,866,43,196,20750,460,120,340,460,66600,33.6,1546920,560007,646030,201575,308324,1531799,37460,580297,306823,273474,580297,143200
PA002000100,PA,42,19132,96,2014-07-15,0,2014,39.995314,-75.188564,6672.306445,421019800011000,421019800011,42101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,1546920,560007,646030,201575,308324,1531799,37460,580297,306823,273474,580297,143200
OH005000001,OH,39,45405,91,2014-09-10,0,2014,39.76907533333333,-84.205744,20406.207753333332,391131652002022,391131652002,39113,45.1,894,498,364,0,197,21733,533,159,374,533,154800,39.4,534801,386114,110099,13098,133947,526295,43281,222673,137223,85450,222673,110500
GA006000771,GA,13,30313,92,2014-10-10,0,2014,33.7685355,-84.39269300000001,13970.243925,131210019011001,131210019011,13121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,967100,392358,420903,74583,207151,958576,56642,373005,196020,176985,373005,237600
OH005000007,OH,39,45417,89,2014-09-08,0,2014,39.7437005,-84.22542899999999,23215.503235,391130041001021,391130041001,39113,30.3,1406,25,1291,0,342,9667,638,157,481,638,51900,39.4,534801,386114,110099,13098,133947,526295,43281,222673,137223,85450,222673,110500
LA034000001,LA,22,70510,87,2014-11-12,0,2014,29.9787285,-92.123865,352.74351885,221139508003002,221139508003,22113,46.2,514,327,168,0,133,39258,193,116,77,193,69200,36.3,58784,46477,8223,1652,15415,58276,47344,21623,16322,5301,21623,97600
TX408000001,TX,48,79756,90,2014-10-27,0,2014,31.5929045,-102.8907185,149323.57925,484759502001037,484759502001,48475,25.9,1060,233,93,679,196,28290,369,254,115,369,47600,35.4,11011,4847,524,5474,2686,10831,45938,3916,2810,1106,3916,68700
MS005000015,MS,28,39530,63,2014-10-15,0,2014,30.394625,-88.922663,5266.628733,280470006002017,280470006002,28047,52.2,366,300,30,0,79,43750,211,140,71,211,97000,35.4,193642,127572,43703,10332,48330,186076,42285,74369,43926,30443,74369,139600
AR102000001,AR,05,72832,96,2014-11-17,0,2014,35.43379266666666,-93.681841,3495.036337333333,050719518002078,050719518002,05071,38.2,1378,1308,0,29,379,30417,576,412,164,576,50400,38.1,25791,21197,394,3334,6956,25596,32553,10023,7024,2999,10023,86800
FL005000847,FL,12,33189,90,2015-01-22,0,2015,25.567112166666668,-80.374542,173483.88426666666,120860105014001,120860105014,12086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2639042,398700,444590,1731733,572388,2612203,43129,842153,452826,389327,842153,203300
FL005000049,FL,12,33147,96,2015-02-19,0,2015,25.84266675,-80.23574725,147410.4303,120860010045007,120860010045,12086,30.3,1044,0,920,124,191,28272,355,16,339,355,NA,39,2639042,398700,444590,1731733,572388,2612203,43129,842153,452826,389327,842153,203300
FL005000838,FL,12,33142,97,2014-09-30,0,2014,25.8035512,-80.22585839999999,151805.64464,120860024042002,120860024042,12086,37.3,2284,68,247,1922,434,18093,666,71,595,666,256700,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000853,FL,12,33136,100,2014-09-17,0,2014,25.7878855,-80.20950074999999,153943.084275,120860030011015,120860030011,12086,50.5,672,152,203,211,80,9683,215,0,215,215,NA,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000832,FL,12,33128,96,2014-11-18,0,2014,25.777507666666665,-80.20138133333333,155277.8999,120860036061010,120860036061,12086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000817,FL,12,33142,99,2014-12-12,0,2014,25.8237305,-80.234524,149430.891775,120860018031000,120860018031,12086,54.1,997,8,742,247,124,9601,579,18,561,579,NA,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000833,FL,12,33136,95,2014-11-17,0,2014,25.791559799999998,-80.20798119999999,153605.62915999998,120860030011010,120860030011,12086,50.5,672,152,203,211,80,9683,215,0,215,215,NA,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000822,FL,12,33142,96,2014-12-10,0,2014,25.823924,-80.233692,149435.5806,120860018031000,120860018031,12086,54.1,997,8,742,247,124,9601,579,18,561,579,NA,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL080000006,FL,12,33415,98,2014-12-15,0,2014,26.6689925,-80.116734,75012.7784425,120990039021004,120990039021,12099,36.7,2338,899,545,821,506,75500,612,546,66,612,175000,43.9,1359074,793341,234736,271524,327716,1346364,52878,529729,371761,157968,529729,194600
FL005000837,FL,12,33142,97,2014-12-23,0,2014,25.802902,-80.227677,151819.0525,120860024042003,120860024042,12086,37.3,2284,68,247,1922,434,18093,666,71,595,666,256700,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000824,FL,12,33142,94,2014-12-11,0,2014,25.827722333333334,-80.23461433333334,149009.88270000002,120860018013018,120860018013,12086,26.8,1976,16,1734,226,433,18623,587,191,396,587,111500,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000826,FL,12,33055,96,2014-12-18,0,2014,25.924851,-80.2795844,137491.09412,120860005072000,120860005072,12086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
FL005000821,FL,12,33138,97,2014-10-30,0,2014,25.8393498,-80.1942022,149066.85196,120860020011004,120860020011,12086,48.2,1733,0,1624,96,281,16714,539,131,408,539,92000,38.8,2600861,399395,441994,1696171,568570,2570727,43099,833541,458132,375409,833541,194100
NJ049000003,NJ,34,08302,96,2015-02-02,0,2015,39.440398,-75.228764,275.6243414,340110203011000,340110203011,34011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,157035,76172,29168,44982,35059,145461,49984,50368,33402,16966,50368,162400
OK073000017,OK,40,74107,99,2015-01-07,0,2015,36.0819415,-96.0377,8840.16023,401430067012053,401430067012,40143,28.9,1206,648,382,62,295,27115,432,254,178,432,68600,35.3,623335,398866,62014,72657,156574,618184,49759,246080,146793,99287,246080,138500
OK073000019,OK,40,74106,97,2014-12-29,0,2014,36.175105333333335,-95.96834866666667,3154.397169,401430012001026,401430012001,40143,30.2,1822,425,159,1016,403,24556,583,289,294,583,33800,35.3,616128,397073,62031,70434,154855,610878,48926,243509,147510,95999,243509,136100
TX018000022,TX,48,79414,92,2015-01-05,0,2015,33.545066000000006,-101.913533,70300.050555,483030018072002,483030018072,48303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,290782,161779,19559,97317,66941,286551,46075,107540,61164,46376,107540,112600
TX023000015,TX,48,77703,95,2015-02-20,0,2015,30.11574,-94.113146,4907.16896,482450007002009,482450007002,48245,21.2,606,17,564,25,152,23810,228,45,183,228,36300,35.9,252872,108386,84269,46984,59419,239027,43540,93495,58939,34556,93495,97900
TX023000016,TX,48,77708,99,2015-02-19,0,2015,30.1231365,-94.1390965,4648.120817,482450005001000,482450005001,48245,33.4,1425,387,659,379,347,42740,539,385,154,539,77600,35.9,252872,108386,84269,46984,59419,239027,43540,93495,58939,34556,93495,97900
TX003000012,TX,48,79924,99,2015-01-26,0,2015,31.8158005,-106.359638,120683.9576,481419800001005,481419800001,48141,NA,0,0,0,0,0,NA,0,0,0,0,NA,31.6,831095,110881,25422,675674,194964,804897,41637,259612,159647,99965,259612,113900
TX018000021,TX,48,79412,97,2015-01-06,0,2015,33.563161,-101.83396099999999,67034.08059,483030025001026,483030025001,48303,30.4,2791,615,388,1716,642,30737,843,590,253,843,70100,30.6,290782,161779,19559,97317,66941,286551,46075,107540,61164,46376,107540,112600
TX073000006,TX,48,78577,99,2015-01-15,0,2015,26.202297,-98.19191,65613.68412,482150216003010,482150216003,48215,36.4,1054,90,0,964,228,17000,354,155,199,354,60600,28.8,819217,59657,3521,745749,183335,811347,34782,224021,152552,71469,224021,79200
TX240000001,TX,48,76384,89,2015-01-26,0,2015,34.1567305,-99.3023235,53778.563765,484879505003022,484879505003,48487,32.3,1098,401,420,199,276,14632,523,127,396,523,NA,37.6,13158,7964,1166,3681,3295,12994,41630,5212,3411,1801,5212,69200
TX073000003,TX,48,78577,98,2015-02-04,0,2015,26.195294,-98.192448,65989.94709,482150214015003,482150214015,48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,819217,59657,3521,745749,183335,811347,34782,224021,152552,71469,224021,79200
TX439000001,TX,48,79821,97,2015-01-29,0,2015,31.9970935,-106.59572449999999,92625.37206,481410102032032,481410102032,48141,32.7,3604,195,21,3363,861,30344,1047,584,463,1047,91500,31.6,831095,110881,25422,675674,194964,804897,41637,259612,159647,99965,259612,113900
TX073000007,TX,48,78577,99,2015-01-13,0,2015,26.203121,-98.185719,65009.71835,482150216003000,482150216003,48215,36.4,1054,90,0,964,228,17000,354,155,199,354,60600,28.8,819217,59657,3521,745749,183335,811347,34782,224021,152552,71469,224021,79200
TX073000005,TX,48,78577,91,2015-01-14,0,2015,26.129556,-98.187136,68941.64531,482150213132009,482150213132,48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,819217,59657,3521,745749,183335,811347,34782,224021,152552,71469,224021,79200
TX073000004,TX,48,78577,94,2015-01-14,0,2015,26.129657,-98.187832,68996.06934,482150213132009,482150213132,48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,819217,59657,3521,745749,183335,811347,34782,224021,152552,71469,224021,79200
IN030000001,IN,18,47501,98,2015-03-09,0,2015,38.651498,-87.173128,29535.63453,180279548004012,180279548004,18027,24,1482,1070,106,296,296,26250,510,156,354,510,65300,35,32411,30145,457,1451,8275,31951,47342,11452,8287,3165,11452,110200
KS033000001,KS,20,67467,99,2015-02-17,0,2015,39.124279,-97.710759,20981.04571,201430857003013,201430857003,20143,38.1,1239,1137,4,31,309,48816,458,319,139,458,97200,42.2,6048,5720,16,163,1717,5953,52479,2493,2064,429,2493,92600
KS086000001,KS,20,67437,96,2015-03-05,0,2015,39.50443,-98.549822,70680.24339,201414741001180,201414741001,20141,54.5,1080,1066,7,1,303,48607,517,376,141,517,72800,48.5,3782,3638,15,61,1055,3677,40216,1764,1322,442,1764,57400
KS091000001,KS,20,67601,95,2015-03-04,0,2015,38.873711,-99.307596,103730.451,200510727015016,200510727015,20051,44.9,1199,1199,0,0,375,68661,492,481,11,492,154400,32.2,28993,26233,329,1590,6509,28717,45579,11847,7531,4316,11847,150200
KS071000001,KS,20,67846,99,2015-03-03,0,2015,37.975894,-100.864832,72457.69629,200559603001024,200559603001,20055,34.5,1022,489,3,510,254,38194,394,215,179,394,120000,30.4,37133,16437,779,17804,9186,36889,49227,12600,7830,4770,12600,117000
KS059000001,KS,20,67107,97,2015-02-18,0,2015,38.20924,-97.517336,53425.11071,201137887003098,201137887003,20113,49.8,1808,1770,0,15,502,61313,715,594,121,715,129700,42,29252,26964,294,1138,7905,28617,56128,11791,8959,2832,11791,132900
KS068000001,KS,20,66048,99,2015-03-16,0,2015,39.319592,-94.910907,311.3562016,201030701001026,201030701001,20103,39.6,970,647,179,51,136,15128,566,53,513,566,NA,37.3,78227,62071,6513,5164,19130,71129,63726,26747,17772,8975,26747,167500
KS066000001,KS,20,67135,95,2015-02-19,0,2015,37.909629,-97.426657,48550.95379,201730102021004,201730102021,20173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,506529,349955,45738,69308,124645,500080,50657,192961,123624,69337,192961,126500
KS155000001,KS,20,67335,98,2015-02-24,0,2015,37.2673915,-95.560224,19724.777560000002,201259502001120,201259502001,20125,43.5,536,525,0,3,95,34375,237,179,58,237,49000,39.4,34184,27469,1734,2038,8642,33643,41083,13435,9339,4096,13435,70600
MN002000006,MN,27,55454,95,2015-02-04,0,2015,44.967414,-93.247508,3456.415805,270531048011004,270531048011,27053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,1197776,843413,143509,81719,283946,1188371,65834,490196,307395,182801,490196,229200
MS005000008,MS,28,39530,89,2015-03-25,0,2015,30.406754,-88.883329,2309.820072,280470040001020,280470040001,28047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,196268,128194,45102,10643,49743,188527,41722,75882,43380,32502,75882,137700
NE115000001,NE,31,69129,99,2015-03-13,0,2015,41.097875,-102.469347,178608.8912,310499554001023,310499554001,31049,48.2,1134,1052,0,44,275,51938,463,358,105,463,71000,47.1,1946,1728,0,170,508,1925,50962,822,617,205,822,69400
NE120000001,NE,31,69138,93,2015-03-17,0,2015,40.938292,-100.15520000000001,70403.790675,310479682001061,310479682001,31047,49.7,1284,1278,0,6,377,51250,588,385,203,588,174300,36.2,24069,14878,1050,7866,6156,23795,48329,8755,5928,2827,8755,88800
NJ005000003,NJ,34,08638,94,2015-04-27,0,2015,40.2332305,-74.7610545,17815.242964999998,340210017001018,340210017001,34021,29.6,1157,11,1060,60,293,15172,538,41,497,538,73500,38.4,370212,193628,72449,60119,88299,363188,72804,130546,84045,46501,130546,276500
TX102000001,TX,48,76657,97,2015-03-12,0,2015,31.439512999999998,-97.41736850000001,24457.732175,483090039022068,483090039022,48309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,241505,139244,34242,59946,57860,237186,42687,86769,50850,35919,86769,114700
TX186000001,TX,48,76255,96,2015-03-19,0,2015,33.781386499999996,-97.72840550000001,7702.5990115,483379503002060,483379503002,48337,40.2,1211,959,0,184,259,28935,523,274,249,523,60600,43.6,19478,16926,28,2006,5314,19179,46172,8024,5894,2130,8024,96000
TX147000001,TX,48,78119,99,2015-02-23,0,2015,28.827449,-97.845388,188.9151175,482559703021026,482559703021,48255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,14879,5829,1317,7659,2931,12189,45502,4309,3243,1066,4309,87200
TX188000001,TX,48,75567,94,2015-03-23,0,2015,33.332556,-94.340993,16542.667435000003,480370114021038,480370114021,48037,36.7,1323,1226,41,0,338,38889,484,314,170,484,80000,37.7,93155,60723,22250,6616,23339,87842,42670,33423,22053,11370,33423,101800
TX192000010,TX,48,76454,98,2015-03-10,0,2015,32.221,-98.80015,90245.054185,481339505001085,481339505001,48133,38.1,1511,1019,0,491,285,37963,504,375,129,504,41900,42.9,18328,14707,517,2712,4043,18060,34888,6810,4922,1888,6810,60100
TX278000001,TX,48,76933,96,2015-03-09,0,2015,31.8883,-100.3169,89319.362005,480819501001126,480819501001,48081,55.7,715,715,0,0,228,43750,374,289,85,374,100700,49.3,3238,2504,25,676,1027,3121,42467,1601,1125,476,1601,79000
TX291000001,TX,48,76051,98,2015-03-06,0,2015,32.93015,-97.0891,54807.869025,484391137121010,484391137121,48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1914526,954181,288833,528560,466070,1899050,58711,673737,410486,263251,673737,141000
TX296000001,TX,48,78956,92,2015-03-10,0,2015,29.675959,-96.907808,17882.88237,481499706023024,481499706023,48149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,24849,18043,1782,4877,6569,24428,47808,9558,7437,2121,9558,138100
TX317000001,TX,48,78362,95,2015-05-04,0,2015,27.870297,-97.21456649999999,22845.086844999998,484090103022015,484090103022,48409,29,3146,1628,0,1393,778,65926,956,709,247,956,107100,35.5,66070,26826,1184,36751,17174,65254,52261,22781,15315,7466,22781,95000
TX320000001,TX,48,79772,89,2015-04-15,0,2015,31.425485,-103.500002,125212.149,483899502001060,483899502001,48389,46.1,835,202,0,633,152,34750,301,206,95,301,24500,35.6,14179,2852,502,10578,2434,11364,43540,3716,2763,953,3716,44600
TX347000001,TX,48,76050,98,2015-03-09,0,2015,32.2731755,-97.178954,72732.707875,482511305011051,482511305011,48251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,155450,115978,3926,30351,41093,152853,58135,53685,39484,14201,53685,119200
TX350000001,TX,48,78154,98,2015-03-18,0,2015,29.557375,-98.272375,66015.46066,481872107062008,481872107062,48187,29.5,1552,714,0,578,418,52679,501,335,166,501,107600,36.6,143460,75400,9574,52644,36990,141235,62420,48940,37581,11359,48940,163300
TX387000001,TX,48,75143,96,2015-03-04,0,2015,32.444411,-96.2325,10233.20116,482570513013015,482570513013,48257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,109289,74442,10215,20552,27447,108297,60391,35418,27414,8004,35418,134700
TX003000015,TX,48,79907,89,2015-02-25,0,2015,31.702764333333334,-106.31915966666666,129505.37086666666,481410040041001,481410040041,48141,55.2,1219,44,8,1167,291,45089,330,278,52,330,108100,31.6,831095,110881,25422,675674,194964,804897,41637,259612,159647,99965,259612,113900
KS001000055,KS,20,66101,94,2015-03-25,0,2015,39.1183,-94.633645,3989.81168,202090429004002,202090429004,20209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,160806,68467,38408,43668,37443,159604,40113,58870,34559,24311,58870,89200
KS001000056,KS,20,66102,96,2015-03-26,0,2015,39.1019135,-94.6389795,5775.932998,202090423002003,202090423002,20209,34.6,928,288,69,567,161,32143,358,168,190,358,46600,33.3,160806,68467,38408,43668,37443,159604,40113,58870,34559,24311,58870,89200
KS001000051,KS,20,66101,91,2015-03-23,0,2015,39.129306,-94.6150025,3119.690033,202090414002003,202090414002,20209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,160806,68467,38408,43668,37443,159604,40113,58870,34559,24311,58870,89200
KS001000053,KS,20,66106,98,2015-04-21,0,2015,39.06908633333333,-94.67001866666666,9655.401162666667,202090427002004,202090427002,20209,25.1,2154,446,783,765,519,28267,689,300,389,689,75900,33.3,160806,68467,38408,43668,37443,159604,40113,58870,34559,24311,58870,89200
IN012000004,IN,18,47150,97,2015-05-11,0,2015,38.2861815,-85.82657950000001,3066.0182415,180430705002020,180430705002,18043,35.7,1593,978,237,157,230,16695,622,82,540,622,81300,39.6,75900,67339,3699,2179,19755,74903,54914,29088,21055,8033,29088,156300
KS001000054,KS,20,66112,96,2015-04-22,0,2015,39.119451,-94.7608255,5908.9767245,202090441033006,202090441033,20209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,160806,68467,38408,43668,37443,159604,40113,58870,34559,24311,58870,89200
MA002002121,MA,25,02128,99,2015-04-28,0,2015,42.37159166666667,-71.04256766666666,99190.49701666668,250250503002004,250250503002,25025,37.7,1489,567,135,567,300,12897,780,35,745,780,229800,32.2,758919,352694,151997,161935,147054,751838,55044,296672,105671,191001,296672,377100
TX011000001,TX,48,78040,94,2015-06-04,0,2015,27.517221,-99.498932,126607.6471,484790012022028,484790012022,48479,20.6,1859,28,0,1824,428,12750,514,97,417,514,92800,28.3,263251,9641,728,250899,56626,260902,38862,69668,43933,25735,69668,109500
TX011000004,TX,48,78040,99,2015-06-08,0,2015,27.506065,-99.509611,127914.411,484790019003043,484790019003,48479,72.5,498,41,2,455,78,9662,292,0,292,292,NA,28.3,263251,9641,728,250899,56626,260902,38862,69668,43933,25735,69668,109500
TX011000005,TX,48,78043,91,2015-07-01,0,2015,27.525323666666665,-99.47884833333333,124467.87883333334,484790011012016,484790011012,48479,30.4,1788,25,20,1743,386,31210,488,209,279,488,101900,28.3,263251,9641,728,250899,56626,260902,38862,69668,43933,25735,69668,109500
AL001000043,AL,01,35211,99,2015-07-14,0,2015,33.468794,-86.851364,31711.85365,010730130021027,010730130021,01073,47.2,705,0,705,0,196,27019,299,174,125,299,88800,37.4,659026,336064,277830,24991,166460,651597,45610,260929,164894,96035,260929,143400
CA008000124,CA,06,93307,95,2015-06-30,0,2015,35.301498,-119.006587,357701.5996,060290031281009,060290031281,06029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,865736,317048,46058,441496,196097,836745,49026,259700,147125,112575,259700,167400
CA010000002,CA,06,94801,49,2015-07-13,0,2015,37.939789,-122.357109,289595.2135,060133760003000,060133760003,06013,44.7,1022,79,351,475,168,16761,465,114,351,465,162000,38.8,1096068,503815,94046,273350,273149,1090556,80185,384646,248668,135978,384646,439900
MN183000001,MN,27,56113,99,2015-08-13,0,2015,44.42515025,-96.189083,42342.607865,270812010011093,270812010011,27081,43.4,794,785,2,2,235,59583,308,276,32,308,156300,46.5,5808,5630,22,101,1591,5643,49575,2497,1980,517,2497,92500
MT029000001,MT,30,59330,92,2015-07-15,0,2015,47.125998333333335,-104.693624,110463.22686666666,300210003001002,300210003001,30021,41,2188,1859,46,64,537,38173,869,506,363,869,176300,41.1,9365,8720,79,249,2660,9026,52738,3974,2755,1219,3974,156500
NE003000003,NE,31,68803,100,2015-05-06,0,2015,40.926336,-98.363349,25530.17858,310790007001022,310790007001,31079,52.4,1177,688,74,350,176,26635,547,211,336,547,128100,35.8,60792,42430,1277,15519,14832,60015,49252,22433,13919,8514,22433,122500
NM050000001,NM,35,87507,77,2015-06-23,0,2015,35.644472666666665,-106.01965533333333,32946.96048666666,350490012022018,350490012022,35049,35,1953,708,33,1130,439,25685,1031,326,705,1031,112700,44.4,147108,63487,950,75131,36482,145285,54315,61179,42266,18913,61179,275200
OH005000004,OH,39,45420,84,2015-06-08,0,2015,39.73409525,-84.14931325,18606.377235,391130030002019,391130030002,39113,35.3,1486,1339,0,42,244,32837,714,310,404,714,75000,39.4,533763,384338,109373,13466,133872,525410,43829,222687,135689,86998,222687,109900
OH005000005,OH,39,45410,80,2015-05-19,0,2015,39.75406,-84.18266100000001,19502.77721,391130015011029,391130015011,39113,36,2482,1368,915,130,162,23380,1149,119,1030,1149,196300,39.4,533763,384338,109373,13466,133872,525410,43829,222687,135689,86998,222687,109900
OH004000217,OH,39,45225,49,2015-07-07,0,2015,39.14724925,-84.55217525,5320.5487965,390610077001000,390610077001,39061,24.6,1744,31,1651,22,435,10942,791,125,666,791,57900,37,804194,537298,205489,22613,194047,796192,49013,331638,193184,138454,331638,142000
OH005000002,OH,39,45406,85,2015-06-09,0,2015,39.78189833333334,-84.21217933333334,20643.26055,391130008022006,391130008022,39113,28.7,826,57,670,61,190,26389,262,93,169,262,61500,39.4,533763,384338,109373,13466,133872,525410,43829,222687,135689,86998,222687,109900
OH010000008,OH,39,45662,83,2015-07-29,0,2015,38.738343666666665,-82.99190966666667,1130.5557996333334,391450036003003,391450036003,39145,28,422,357,65,0,68,14286,200,7,193,200,NA,39.5,78017,72985,2014,962,18677,75158,35903,29700,20345,9355,29700,90200
SC002000007,SC,45,29203,100,2015-06-19,0,2015,34.106802,-81.027264,51344.18223,450790102002065,450790102002,45079,43.6,2411,1055,1058,221,630,48365,880,757,123,880,142300,32.7,397899,176322,180888,19766,88296,373652,49131,145069,85975,59094,145069,149700
TN003000012,TN,47,37918,82,2015-05-12,0,2015,36.008929333333334,-83.93667366666666,12920.574543333332,470930029002001,470930029002,47093,24.6,1891,1019,648,39,497,16362,727,85,642,727,86300,37.3,444348,369088,39819,16857,110486,440820,48701,180729,115584,65145,180729,160700
TX007010109,TX,48,78520,97,2015-06-04,0,2015,25.973175,-97.591565,44803.96121,480610125081016,480610125081,48061,31.8,3812,550,0,3251,883,46280,968,857,111,968,97400,31.2,417947,42131,1698,370071,95991,415215,33266,121097,80885,40212,121097,79300
TX021000001,TX,48,76801,93,2015-07-22,0,2015,31.729439,-98.99467999999999,110547.0675,480499506002024,480499506002,48049,61.1,639,275,107,257,101,17637,398,101,297,398,41600,41,37833,27799,1575,7831,9208,36802,41962,13295,9399,3896,13295,90400
HI001000043,HI,15,96740,93,2015-07-16,0,2015,19.578968,-155.964452,3672262.336,150010215104007,150010215104,15001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,191482,58898,1203,23444,43306,190327,52108,65048,43213,21835,65048,301700
KS023000001,KS,20,67547,99,2015-05-14,1,2015,37.919975,-99.414042,0,200479697002021,200479697002,20047,55.2,747,640,1,95,226,41042,401,298,103,401,54500,45.2,2991,2333,26,586,837,2896,47303,1274,961,313,1274,56400
KY104000001,KY,21,42164,89,2015-06-11,0,2015,36.755296666666666,-86.189136,8308.132949333332,210039203003033,210039203003,21003,30.8,757,757,0,0,152,33839,219,57,162,219,NA,40.3,20355,19451,276,369,5507,20168,41326,7774,5665,2109,7774,95500
MI077000001,MI,26,49837,80,2015-06-09,0,2015,45.845719,-87.00815,38243.72113,260419706001022,260419706001,26041,45.3,1539,1426,0,0,376,30920,695,427,268,695,72800,46.4,36712,34397,89,383,9926,36302,42031,15685,12321,3364,15685,101900
MT007000001,MT,30,59230,87,2015-05-05,0,2015,48.198491000000004,-106.6349465,220948.22745,301051005003030,301051005003,30105,46,601,571,0,0,170,35156,321,188,133,321,80000,45.5,7577,6483,12,153,2188,7467,49141,3295,2248,1047,3295,122000
NE086000001,NE,31,69334,93,2015-06-24,0,2015,41.75635866666667,-103.318172,181349.9546333333,311239525002073,311239525002,31123,42.6,1009,921,3,81,299,46161,395,266,129,395,77700,41.3,4874,4046,39,713,1350,4722,45910,1981,1371,610,1981,80600
TX313000001,TX,48,78336,93,2015-08-04,0,2015,27.915781,-97.15667400000001,18984.769673333332,484090102021012,484090102021,48409,32,657,84,0,573,183,43843,227,145,82,227,35700,35.5,66070,26826,1184,36751,17174,65254,52261,22781,15315,7466,22781,95000
NM063000002,NM,35,88353,93,2015-08-17,0,2015,34.782266666666665,-104.7101,100081.67893333333,350199616001226,350199616001,35019,33.6,1175,251,49,798,111,61563,133,133,0,133,201500,41.6,4526,805,71,3498,748,3922,30772,1192,863,329,1192,82200
NM063000001,NM,35,88301,92,2015-08-18,0,2015,33.516192333333336,-105.32992366666667,9079.6255186,350279603001040,350279603001,35027,58.5,1052,890,0,147,317,43571,464,436,28,464,261700,50.4,19931,12753,112,6212,5108,19790,40708,8479,6696,1783,8479,161900
AL005000002,AL,01,36867,97,2015-10-08,0,2015,32.47435,-85.0044,11161.872035,011130302002013,011130302002,01113,24.8,1180,433,636,57,335,17447,420,54,366,420,64000,34.8,58302,29036,24252,2824,14484,56373,37049,22241,13071,9170,22241,111000
AL103000001,AL,01,36344,85,2015-09-03,0,2015,31.105356,-85.68865,12696.917645,010610504002041,010610504002,01061,41.2,1039,796,173,54,253,21027,451,308,143,451,61300,42.2,26815,22534,2342,973,7522,26476,36024,10754,8043,2711,10754,77400
AL174000002,AL,01,35010,90,2015-08-10,0,2015,32.957687,-85.947663,3719.180115,011239620004013,011239620004,01123,35.4,811,23,770,10,232,20313,330,210,120,330,57600,42.8,41153,28408,11266,1017,11466,40616,39206,16323,11649,4674,16323,103400
